EDRPOU,Name,Address,Contacts,KOATUU,Згенеровано відходів в тоннах,Відходів в одиницях Пзув,Відходи I класу,Відходи II класу,Відходи III класу,Відходи IV класу,2015_Згенеровано відходів в тоннах,2015_Відходів в одиницях Пзув,2015_Відходи I класу,2015_Відходи II класу,2015_Відходи III класу,2015_Відходи IV класу,2016_Згенеровано відходів в тоннах,2016_Відходів в одиницях Пзув,2016_Відходи I класу,2016_Відходи II класу,2016_Відходи III класу,2016_Відходи IV класу,2017_Згенеровано відходів в тоннах,2017_Відходів в одиницях Пзув,2017_Відходи I класу,2017_Відходи II класу,2017_Відходи III класу,2017_Відходи IV класу,2018_Згенеровано відходів в тоннах,2018_Відходів в одиницях Пзув,2018_Відходи I класу,2018_Відходи II класу,2018_Відходи III класу,2018_Відходи IV класу,2019_Згенеровано відходів в тоннах,2019_Відходів в одиницях Пзув,2019_Відходи I класу,2019_Відходи II класу,2019_Відходи III класу,2019_Відходи IV класу
40982829,"Товариство з обмеженою відповідальністю ""Фудком""","01103, м. Київ, Залізничне шосе,57",Rokhmaniiko_N@kishenya.ua/067-413-24-04,8036100000,45876.89200000001,80509.96400000005,6.927999999999997,0.0,0.0,45869.96400000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43684.06000000001,19908.815999999988,4.756000000000001,0.0,0.0,19904.06,23725.798999999995,16327.278999999995,1.48,0.0,0.0,16325.798999999995,13100.105,9640.797,0.6920000000000004,0.0,0.0,9640.105
40081237,"СП ""Криворізька дистанція колії"" РФ ""Придніпровська залізниця"" АТ ""Українська залізниця""","49038, Дніпропетровська обл.,м. Дніпро, пр. Дмитра Яворницького, будинок 108",L.Ternovska@dp.uz.gov.ua/068 899 00 78,1211036400,12880.967700000005,76383.49360000003,6.984099999999996,42.56239999999999,150.0076,12681.413600000005,4879.8208,1120.9078,0.30600000000000005,4.0139999999999985,4.617,1111.9707999999996,16540.513600000002,2627.9035,1.5028,11.830499999999995,10.1366,2604.4336,18925.7131,4492.1709999999985,1.595,11.415,15.5929,4463.5681,23246.332000000002,3675.1104000000014,2.2263,10.444900000000002,65.91720000000001,3596.5220000000013,12791.1141,964.875,1.354,4.8580000000000005,53.74389999999998,904.9191
36265925,"Дочірнє підприємство ""УКРАВТОГАЗ"" Національної акціонерної компанії ""Нафтогаз України""РВУ ""Київавтогаз"" АГНКСNo2 м.Одеса","03134, м.Київ, Святошинський р-н, вул.Григоровича-Барського, буд.2(м.Одеса,Тираспольське шосе, 24-а)",maznich@ukr.net/0503121869,5110137300,3810.868600000001,70836.15099999993,3.3245999999999856,52.05900000000001,498.53399999999885,3256.951000000004,651.077,118.074,0.07900000000000001,0.0,2.818,115.177,13268.739,795.4172000000002,0.7802000000000004,6.218999999999999,111.62899999999998,676.7889999999996,34124.476,1826.134199999999,1.3481999999999987,18.527,332.9329999999996,1473.325999999999,14749.203999999998,696.8672,0.7552000000000003,17.213,34.445,644.4540000000002,8042.655,374.376,0.36200000000000015,10.099999999999998,16.708999999999996,347.205
30603572,Підприємство з іноземними інвестиціями «АМІК УКРАЇНА» (АЗС 07-01),"04071, м. Київ, Подільський р-н, вул. Верхній Вал, буд. 68 (м. Ужгород)",esavchenko@amicenergy.com.ua/0504120216,2110100000,7977.398300000006,66416.30499999977,4.8142,0.0,701.4841000000004,7271.100000000005,3675.05,136.15299999999996,0.2640000000000001,0.0,45.288999999999994,90.6,24345.53999999999,2504.2223999999983,1.8216000000000003,0.0,259.90079999999995,2242.4999999999986,31788.56500000001,4018.584,2.381700000000005,0.0,323.75230000000005,3692.4499999999935,5867.750000000003,1205.4818000000002,0.3298000000000001,0.0,61.50199999999999,1143.6499999999996,739.4,112.9571,0.0171,0.0,11.04,101.9
31929492,"ПП ""Таврія Плюс""","65091, м. Одеса, вул. М'ясоїдівська, 14; м. Одеса, пр. Добровольского, 123",tavria1plus@ukr.net/(0482) 307321,5110137600,48269.81000000001,62398.476000000046,1.278,1.1,146.75599999999997,48120.67600000003,3114.7729999999997,2689.8579999999997,0.085,0.0,0.0,2689.7729999999997,8404.295000000002,7084.559,0.264,0.0,0.0,7084.295000000001,14153.143,11484.293,0.31000000000000005,0.0,22.84,11461.142999999998,23083.563,17043.954999999998,0.4640000000000001,0.5,70.828,16972.163,13642.702,9967.145,0.155,0.6,53.088,9913.301999999996
32049199,"ТОВ ""Метро Кеш енд Кері Україна"" (філія у м.Одесі)","02140, м.Київ, пр. П.Григоренка, 43 (65033, м.Одеса, вул. Аеропортівська, 29)",andrii.hrys@metro.ua/050-355-29-78,5110137300,25224.99589999999,61243.603,6.2519,7.274999999999999,23.166,25188.303,0.0,0.0,0.0,0.0,0.0,0.0,6176.315000000001,2211.0232,0.7472,0.461,0.0,2209.815,18640.504,6975.9325,2.0155000000000007,2.7350000000000003,4.578,6966.604,23999.537,10411.5912,2.4002000000000003,1.9090000000000005,12.995000000000005,10394.287,12427.247,5626.449000000001,1.0890000000000002,2.17,5.593,5617.597000000002
32490244,"Товариство з обмеженою відповідальністю ""Епіцентр К""","02139, м. Київ, вул. Берковецька, 6 К",sh.tehdir@epicentrk.com/0952724279,6810700000,10515.366399999994,45883.42980000002,5.7809,8.730899999999998,43.1148,10457.739800000003,0.0,0.0,0.0,0.0,0.0,0.0,7543.9408,1845.6807,0.9752000000000002,1.3487,3.0660000000000003,1840.2908,16737.266,3763.1636,2.1099,3.0992,17.963500000000003,3739.991,15232.033,3365.0721,1.9578,2.51,16.886300000000006,3343.7179999999994,6370.190000000001,1541.45,0.738,1.773,5.199000000000002,1533.7399999999998
36003603,"Товариство з обмеженою відповідальністю «Новус Україна», магазин No 1034","04112, м. Київ, Шевченківський р-н, вул. Дегтярівська,52",fariz.kurbanov@novus.com.ua/044- 585-41-70,3210500000,17258.665399999994,43251.96399999999,5.129400000000002,0.0,7.171999999999998,17246.364000000005,0.0,0.0,0.0,0.0,0.0,0.0,729.2339999999998,253.8291,0.0951,0.0,0.0,253.734,12457.826000000001,6501.997799999999,1.1717999999999995,0.0,2.0,6498.826,22346.004000000008,8485.8365,2.7225,0.0,5.109999999999999,8478.003999999999,7718.900000000002,2017.0020000000002,1.14,0.0,0.06200000000000001,2015.8
22048622,"Баранівський РЕМ АТ ""Житомиробленерго""","м. Житомир, вул. Пушкінська 32/8 (смт.Баранівка, Першотравенська, 21)",E.Duplyak@bnres.ztoe.com.ua/04144 4 21 48,1820610100,1547.1128999999994,40609.5938,5.653500000000001,17.954200000000004,37.58139999999997,1485.9237999999993,0.0,0.0,0.0,0.0,0.0,0.0,5992.7125000000015,295.9064,0.7468,3.2825,6.6446000000000005,285.2325,12491.726899999998,528.8968000000001,1.5996,6.7225,12.487799999999998,508.08689999999984,14246.915200000005,487.18,2.0726,5.5992,12.343,467.1652,7878.239199999999,235.12970000000004,1.2345,2.35,6.105999999999999,225.4392
00191678,"КП ""Компанія ""Вода Донбасу"" (Регіональне управління з експлуатації каналу)","87547, м.Маріуполь, вул.К Лібкнехта,буд.177а (84112, м.Слов'янськ, вул.Університетська,буд.13)",ruek@donvoda.com/(0624)53-46-05,1410600000,11007.564600000003,39711.2458,1.9769999999999996,36.7068,10.285,10958.595800000003,0.0,0.0,0.0,0.0,0.0,0.0,9557.602600000002,2875.3355,0.5421000000000001,7.8538,1.087,2865.852600000001,16509.1462,4537.4521,0.8239000000000003,15.454999999999998,2.8770000000000007,4518.296199999999,8478.546999999999,2223.6749999999993,0.4230000000000001,7.9860000000000015,3.1689999999999996,2212.097,5165.95,1371.102,0.188,5.412000000000001,3.1519999999999997,1362.35
00131529,"ПрАТ ""Закарпаттяобленерго"" - Ужгородський МРЕМ","Ужгородський р-н, с.Оноківці, вул.Головна,57",vtv-eko1@uz.energy.gov.ua/(0312)61-55-54,2124800000,2511.0725999999995,35727.1153,1.5719999999999992,48.41930000000002,24.41600000000001,2436.665299999999,0.0,0.0,0.0,0.0,0.0,0.0,4568.2143000000015,339.7423,0.21100000000000005,6.196000000000001,1.6710000000000005,331.6643,11315.085999999998,849.7522000000001,0.5360000000000001,14.059200000000004,15.720999999999998,819.4360000000001,13243.111000000004,869.7375999999998,0.6180000000000002,18.0876,5.271000000000001,845.7610000000003,6600.7040000000015,451.8405,0.20700000000000007,10.076499999999998,1.7529999999999997,439.804
21560766,ПАТ «Укртелеком» Вінницька філія,"м. Київ б-р Т. Шевченка,18, 01601",vfaiden@ukrtelecom.ua/(0432)61-15-10,0525310100,6472.377599999999,29417.039000000004,4.2616,3.0610000000000004,2.3159999999999985,6462.739000000001,0.0,0.0,0.0,0.0,0.0,0.0,4489.947,951.2973000000003,0.6283000000000001,0.6910000000000001,1.081,948.8969999999999,9413.268999999998,2035.4373,1.3633000000000002,1.092,0.363,2032.6190000000006,10898.223999999998,2278.7759999999994,1.628,0.914,0.5100000000000001,2275.724,4615.599000000001,1206.8670000000004,0.6420000000000001,0.364,0.362,1205.499
05581898,"Приватне акціонерне товариство ""Полтавське хлібоприймальне підприємство""","36009, Полтавська область, м. Полтава, площа Павленківська, 24",/05744-70-7-11,6323310100,21617.263300000006,27390.5894,0.5419000000000002,5.259999999999999,8.972000000000003,21602.4894,0.0,0.0,0.0,0.0,0.0,0.0,2972.0142,2290.451,0.0568,0.6679999999999999,1.3119999999999998,2288.4142,7545.1742,6274.498299999998,0.13410000000000002,0.905,3.0349999999999997,6270.4242,10393.860999999999,7977.161999999999,0.247,2.0980000000000003,2.756,7972.061,6479.540000000003,5075.152,0.104,1.5890000000000004,1.869,5071.590000000001
38305367,ТОВ « CОКАР ПЕТРОЛЕУМ» АЗС 03/4,"18001, м. Черкаси, вул. Надпільна, буд. 226/1",info@socar.ua/0472-55-28-61,8038200000,9436.574100000003,27102.24200000001,2.4180999999999955,3.5840000000000014,77.33,9353.241999999991,0.0,0.0,0.0,0.0,0.0,0.0,3528.3829999999994,1354.3055999999995,0.3666,0.034,6.622000000000001,1347.283,9563.364,3043.6040999999987,0.8741,1.7220000000000006,26.344,3014.664,8682.02,3184.182399999999,0.7434000000000002,1.1640000000000001,24.505,3157.7700000000004,5328.4749999999985,1854.4820000000002,0.43400000000000016,0.6639999999999999,19.859,1833.5250000000005
41161689,"ТОВ ""Оптімусагро Трейд"" Виробничий підрозділ ""Запорізький олійноекстракційний завод""","49033, м. Дніпро, пр. Б. Хмельницького, 122, корп. Е-5, кімн. 11",optimus@optimus.com.ua/0617664349,2310137500,21053.4035,26929.961,0.6207,3.2513,23.4955,21026.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.297600000001,5463.0295,0.06720000000000001,0.3783,0.2564,5462.3276,12628.375800000002,9620.158000000001,0.3352,1.5950000000000002,10.952000000000002,9607.2758,8301.2876,5970.2159999999985,0.2183,1.2780000000000002,12.2871,5956.4326
03340920,"Жовтоводська дільниця Кам'янського відділення ПАТ ""Дніпропетровськгаз""","49000, м. Дніпро, вул. Шевченка, буд. 2",Viktoriia.Kartynnik@dpgas.com.ua/067-610-79-83,1210700000,4129.216800000002,26607.67039999999,1.868800000000001,23.32569999999999,30.546899999999987,4073.475400000001,765.7769999999997,117.522,0.022000000000000002,1.063,0.16,116.277,1942.7176000000006,274.2204,0.1798,1.452,0.921,271.66759999999994,5704.076999999998,803.3675999999998,0.3744,5.7086999999999986,3.6825,793.6020000000002,10732.7654,1788.3663,0.6960999999999997,9.558000000000002,14.186799999999998,1763.9254000000005,7462.3334,1145.7405,0.5964999999999999,5.544000000000001,11.5966,1128.0034
40081221,"Виробничий підрозділ медико-реабілітаційний центр лікарні с. Клубівка Регіональна філія ""Південно-Західна залізниця"" ПАТ ""Укрзалізниця""","03680, м. Київ, вул. Тверська, 5",klubb@sw.uz.qov.uv/(03852)38309,6822182601,2514.0952,26258.27399999999,2.652799999999999,15.186399999999995,59.282,2436.974,647.77,37.891999999999996,0.122,0.0,0.0,37.77,3671.739,200.39620000000005,0.5448000000000001,1.1434,3.6189999999999998,195.08900000000003,8962.750999999998,921.2925,0.6675000000000001,8.356,10.918,901.3510000000001,7564.394,1041.5634999999997,0.6475000000000001,4.3870000000000005,22.385,1014.1440000000003,5411.620000000001,312.951,0.6709999999999999,1.3,22.36,288.62000000000006
30841082,"Товариство з обмеженою відповідальністю ""ОККО-РІТЕЙЛ"" ( АЗС No8)","82660, Львівська обл., Сколівський район, смт Славське, вул. Івана Франка,14-А",/(067)691-00-71,6310136300,10724.166700000002,25250.111,0.5157,21.68259999999999,23.0274,10678.941000000004,0.0,0.0,0.0,0.0,0.0,0.0,129.892,92.79299999999998,0.006,0.0,0.145,92.64200000000001,7417.788000000001,1920.3858,0.3178,7.259600000000002,5.840399999999998,1906.9679999999998,10666.669,5204.946799999999,0.13980000000000006,8.472999999999999,10.914999999999988,5185.418999999999,7035.762,3506.0411000000013,0.05210000000000002,5.950000000000001,6.126999999999998,3493.9119999999994
30739270,"Сільськогосподарське товариство з обмеженою відповідальністю ""МРІЯ""","63751, Харківська область, Куп’янський район, с. Глушківка",/05742-2-90-52,6323781001,14801.789999999995,24508.090000000004,0.9000000000000002,8.0,24.8,14768.089999999995,2145.005,2145.005,0.0,0.0,0.0,2145.005,6127.025,3700.45,0.225,2.0,6.199999999999998,3692.025,6127.02,3700.445,0.225,2.0,6.199999999999998,3692.02,6127.02,3700.445,0.225,2.0,6.2,3692.02,3982.02,1555.4450000000004,0.225,2.0,6.199999999999998,1547.02
03337119,"Обласне комунальне підприємство ""Донецьктеплокомуненерго"" Відокремлений підрозділ Виробнича одиниця ""Димитровтепломережа"" Експлуатаційно-ремонтний тепловий район No1 (м.Мирноград)","84307, Донецька область, м.Краматорськ, пров.Земляний, буд.2 (м.Мирноград, м-н Молодіжний, 16)",ecology@kpdtke.com.ua/0508150097,1411300000,6518.016699999997,24363.8117,0.8311000000000005,26.602300000000003,8.5016,6482.0817,0.0,0.0,0.0,0.0,0.0,0.0,3699.884,1109.952,0.1405,3.7125,0.715,1105.384,9225.702,2281.1121,0.3027,10.6632,2.2542,2267.8920000000003,7219.1737,1896.4584,0.23590000000000005,8.0514,2.5674,1885.6037,4219.052,1230.4942,0.15200000000000002,4.1752,2.9649999999999994,1223.202
25564175,СПІЛЬНЕ УКРАЇНСЬКО-ВЕЛИКОБРИТАНСЬКЕ ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ «НИВА ПЕРЕЯСЛАВЩИНИ» (Cвинокомплекс No10),"08420, Київська обл., Переяслав-Хмельницький р-н, с. Переяславське, вул. Привокзальна, буд. 2",t.smashna@niva-sa.com.ua/(050)381 60 49,3220288701,6648.054,20994.243,2.8110000000000004,0.0,6.0,6639.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3966.443,1716.8929999999998,0.45,0.0,0.0,1716.443,12496.95,3863.677,1.7269999999999999,0.0,0.0,3861.95,4530.85,1067.484,0.6339999999999999,0.0,6.0,1060.85
32498835,"ТзОВ ""Агідель""","45612 Луцький район, смт Торчин,вул.Незалежності,106",t.povkh@pankurchak.com.ua/783134,0710100000,10289.841999999997,20297.84,2.002,0.0,0.0,10287.839999999997,0.0,0.0,0.0,0.0,0.0,0.0,2749.42,1849.6,0.18,0.0,0.0,1849.42,6630.119999999999,3625.7209999999995,0.601,0.0,0.0,3625.12,7159.499999999999,3055.321,0.821,0.0,0.0,3054.5,3758.8,1759.2,0.4,0.0,0.0,1758.7999999999995
30728887,"ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НОВА ЛІНІЯ""","08162, Київська обл., Києво-Святошинський район, селище міського типу Чабани, ОДЕСЬКЕ ШОСЕ, буд. 8",a.bondarenko3@nl.ua/(044)206-37-82,3222457400,3565.0949,19064.527,2.8968,2.026,0.1501,3560.0220000000013,0.0,0.0,0.0,0.0,0.0,0.0,2988.2540000000004,508.83099999999996,0.48700000000000004,0.09,0.0,508.254,5374.097,755.7675000000003,0.8965000000000001,0.27399999999999997,0.0,754.597,5954.946000000001,1164.0313999999996,0.8883000000000001,0.7020000000000001,0.0001,1162.441,4747.23,1136.465,0.625,0.96,0.15000000000000002,1134.73
34430873,"Товариство з обмеженою відповідальністю «Альянс Холдинг» АЗС No2107 Кіровоградська обл., Кіровоградський р-н, с. Соколівське, вул. Будівельна, б. 74","м. Київ, вул. Миколи Грінченка, буд. 4",oleg.sluzhalyuk@shell.com/0672232394,3522587201,4687.7522,18843.883000000023,2.1181999999999976,0.0,72.80099999999993,4612.832999999999,0.0,0.0,0.0,0.0,0.0,0.0,636.65,165.623,0.08800000000000002,0.0,0.635,164.90000000000003,4936.812,1217.8675999999996,0.6186000000000003,0.0,12.787,1204.4619999999998,7868.620999999999,2084.5786,0.7586000000000004,0.0,40.64899999999998,2043.1709999999994,5401.799999999996,1219.683,0.6530000000000004,0.0,18.73000000000001,1200.2999999999995
30767795,"Товариство з обмеженою відповідальністю ""АГРОФІРМА ""ПІСЧАНСЬКА""","63350, Харківська область, Красноградський район, с. Мартинівка, вул. Центральна",/05744-9-41-77,6323382501,9072.425,18214.08,1.185,5.5,9.66,9056.080000000002,0.0,0.0,0.0,0.0,0.0,0.0,4979.36,1948.775,0.395,1.8,3.22,1943.36,8255.36,5174.875,0.395,1.9,3.22,5169.36,4979.36,1948.775,0.395,1.7999999999999998,3.22,1943.36,0.0,0.0,0.0,0.0,0.0,0.0
40380506,"ТОВ ""Профі Смарт Трейд""","18002,м.Черкаси,бульвар Шевченка,208(факт.: АЗСNo108 Звенигородський р- н,с.Моринці,вул.Щепкіна,144)",i.poda@oilukraine.ck.ua/(0472)54-37-56,7121284001,143.51199999999994,17797.994999999984,3.0869999999999997,3.149999999999997,13.28000000000001,123.99499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8670.994999999994,84.1685,1.5434999999999992,1.0500000000000005,7.079999999999997,74.49499999999998,9126.999999999996,59.34350000000001,1.5434999999999992,2.1000000000000005,6.1999999999999975,49.49999999999999,0.0,0.0,0.0,0.0,0.0,0.0
37243279,"Публічне акціонерне товариство ""Державна продовольчо-зернова корпорація України"" (філія публічного акціонерного товариства ""Державна продовольчо-зернова корпорація України"" ""Ізюмський комбінат хлібопродуктів""""","01033, м. Київ, вул. Саксаганського, 1",/05743 50 945,6322884501,8758.1115,17630.686,1.5145,1.051,15.86,8739.686000000003,982.959,308.774,0.115,0.09,1.11,307.459,3128.5650000000005,1712.0649999999996,0.245,0.235,1.5200000000000002,1710.0649999999996,4923.214,2249.1925,0.4285000000000001,0.409,6.6910000000000025,2241.664,5259.317999999998,2918.429,0.4200000000000001,0.16699999999999998,3.2239999999999998,2914.6180000000004,3336.63,1569.6509999999996,0.306,0.15000000000000002,3.315,1565.88
40123454,"ВСП ""Львівський центр механізації колійних робіт"" філія ""ЦРУЛМ"" АТ ""Укрзалізниця""","вул. Тверська, 5, м. Київ",/0352 29 51 04,6125281901,1488.1433000000004,17288.013,1.0873000000000002,19.935,8.508000000000001,1458.6129999999996,0.0,0.0,0.0,0.0,0.0,0.0,3003.639,160.75570000000005,0.24570000000000006,3.172,0.649,156.68900000000005,5455.868,473.8586,0.3466000000000001,6.3340000000000005,1.81,465.368,5525.266,563.884,0.29200000000000004,6.5699999999999985,4.556,552.466,3303.24,289.6450000000001,0.203,3.859,1.493,284.09
31517060,"Державне підприємство ""Укрхімтрансаміак"" (Придніпровське управління магістрального аміакопроводу, НС-10)","02002, м. Київ, Дніпровський район, вул. Є. Сверстюка, 15",vtv.puma@gmail.com/05745 2 25 12,6323982005,936.2539999999997,17145.934000000005,1.0977000000000003,13.393299999999998,82.42900000000002,839.3340000000003,874.2260000000001,16.662100000000002,0.013,0.4031,12.07,4.176,3053.272,159.7115,0.1333,1.8562,26.55,131.172,5545.9890000000005,296.15169999999995,0.3997000000000001,4.3500000000000005,22.063000000000002,269.33899999999994,5264.606,295.841,0.40299999999999997,4.6339999999999995,13.098,277.706,2407.841000000001,167.88770000000005,0.1487,2.1500000000000004,8.648,156.94100000000003
